impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K16-087688,A487952,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A487952,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Rocky,Dog,8 YEARS,Neutered Male,Canaan Dog / Mix,Red / White,02/17/2016 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A487952,Image Copyright HLP Inc. 2016,,"Received on: 2016-02-17<p></p> Description: Red / White<p></p>  Neutered Male Canaan Dog / Mix Dog<p></p> Age: 8 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi, my name is &ldquo;Rocky&rdquo; and I'm at the Regional AnimalServices shelter in Kent waiting for a new home.  You can also find me by my ID #A487952. I'mabout 9 years old and weigh around 50 pounds.<p></p><p></p>I&rsquo;m a happy guy who is looking for a forever home! I&rsquo;m a little shy around newpeople, but give me some time to get used to you and I&rsquo;ll let you scratch me onmy chest. I&rsquo;m good on a leash and love going for walks. <p></p><p></p>Because of my aloofness, I would do best in a family with kids at least 15 orolder and preferably, without kids at all. I would also like to meet any otherdogs in your home to make sure we all get along. The vets at the shelter havealso diagnosed me with a heart murmur, so please take that into considerationbefore adopting me. <p></p><p></p>If you&rsquo;re looking for an older guy who needs a little extra special attentionand care, I&rsquo;d love to meet you.  <p></p><p></p>Please come and see me today!  03/01/16<p></p> Adoption Fee: $100.00<p></p>"
K16-087715,A488014,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1516574,LOST,Madeleine,Cat,Over 1 year,Female,Maine Coon,Unknown,02/17/2016 12:00:00 AM,Date Lost,7700 151ST AVE NE,REDMOND,WA,98052,REDMOND,47.67458,-122.138677,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1516574,Image Copyright HLP Inc. 2016,"7700 151ST AVE NE
REDMOND, WA 98052
(47.672904, -122.139043)",Description: Madeleine is an older cat - 13 years old.  She will be skittish around strangers but loves a nice lap.<p></p>Age: Over 1 year<p></p>Location Lost: 7700 151st Ave NE<p></p>Notes: <p></p>Lost Date: 02/17/2016<p></p>
K16-087689,A487957,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A487957,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Tito,Dog,2 YEARS,Neutered Male,Chihuahua - Smooth Coated / Pug,Red,02/17/2016 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A487957,Image Copyright HLP Inc. 2016,"12040 NE 85TH ST
KIRKLAND, WA 98033
(47.679306, -122.179979)","Received on: 2016-02-17<p></p> Description: Red<p></p>  Neutered Male Chihuahua - Smooth Coated / Pug Dog<p></p> Age: 2 YEARS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>Hi! My name is Tito!<p></p>I'm a 2 year old bursting ball of energy.<p></p>I love going for walks, but I also enjoy being able to cuddle up next to you in a nice big chair. I'm currently learning how to sit on command, and I'm trying to understand the word patience. Treats are very exciting for me, and I can become a little hyper over them. I would do best in a home that can give me a lot of attention and has no children under 12. I've been known in the past to become a little guarded over my treats, but I am doing better and better. If you'd like to come meet me, please stop by the Petco in Kirkland and say hi!<p></p> Adoption Fee: $225.00<p></p>"
K16-087694,A487372,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A487372,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Roxy,Cat,3 YEARS,Spayed Female,Domestic Shorthair,Gray / White,02/17/2016 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A487372,Image Copyright HLP Inc. 2016,"12040 NE 85TH ST
KIRKLAND, WA 98033
(47.679306, -122.179979)","Received on: 2016-02-17<p></p> Description: Gray / White<p></p>  Spayed Female Domestic Shorthair Cat<p></p> Age: 3 YEARS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p><p></p> Adoption Fee: $30.00<p></p>"
K16-087688,A487952,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A487952,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Rocky,Dog,8 YEARS,Neutered Male,Canaan Dog / Mix,Red / White,02/17/2016 12:00:00 AM,Received on,23600 97TH AVE S,KENT,WA,98031,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A487952,Image Copyright HLP Inc. 2016,"23600 97TH AVE S
KENT, WA 98031
(47.390196, -122.211754)","Received on: 2016-02-17<p></p> Found Near: 23600 97TH AVE S, KENT WA 98031<p></p> Description: Red / White Neutered Male Canaan Dog / Mix Dog<p></p> Age: 8 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K16-087689,A487957,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A487957,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Tito,Dog,2 YEARS,Neutered Male,Chihuahua - Smooth Coated / Pug,Red,02/17/2016 12:00:00 AM,Received on,19300 138TH AVE SE,RENTON,WA,98058,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A487957,Image Copyright HLP Inc. 2016,"19300 138TH AVE SE
RENTON, WA 98058
(47.42967, -122.157268)","Received on: 2016-02-17<p></p> Found Near: 19300 138TH AVE SE, RENTON WA 98058<p></p> Description: Red Neutered Male Chihuahua - Smooth Coated / Pug Dog<p></p> Age: 2 YEARS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>"
K16-087672,A487905,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1515697,In Public Home,,Cat,Under 1 year,Female,American Shorthair,Unknown,02/16/2016 12:00:00 AM,Date Found,24TH AND 128TH,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1515697,Image Copyright HLP Inc. 2016,"24TH AND 128TH
(42.62412, -85.780933)",Description: A super sweet young gray and soft short coat she has green eyes and slit pupils lets almost any one  her or pick her up one of her paws seems to be lame but I'm not sure she's cool with our small dog but not cool with our cat she is really skinny.<p></p>Age: Under 1 year<p></p>Location Found: 24th and 128th<p></p>Notes: <p></p>Found Date: 02/16/2016<p></p>Finder Address:  seattle wa 98168
K16-087674,A487908,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A487908,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Gabby,Cat,10 YEARS,Spayed Female,Bengal / Mix,Brn Tabby,02/16/2016 12:00:00 AM,Received on,600 W GOWE ST,KENT,WA,98032,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A487908,Image Copyright HLP Inc. 2016,"600 W GOWE ST
KENT, WA 98032
(47.380838, -122.238996)","Received on: 2016-02-16<p></p> Found Near: 600 W GOWE ST, KENT WA 98032<p></p> Description: Brn Tabby Spayed Female Bengal / Mix Cat<p></p> Age: 10 YEARS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>"
K16-087702,A487974,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1516283,In Public Home,,Dog,Over 1 year,Female,Rat Terrier,White / Brown,02/16/2016 12:00:00 AM,Date Found,,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1516283,Image Copyright HLP Inc. 2016,,Description: <p></p>Age: Over 1 year<p></p>Location Found: No Location Given<p></p>Notes: <p></p>Found Date: 02/16/2016<p></p>Finder Address:  Sea tac WA 98028
K16-087668,A486764,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A486764,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Kitten,Cat,10 YEARS,Spayed Female,Domestic Shorthair,Tortie,02/16/2016 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A486764,Image Copyright HLP Inc. 2016,,"Received on: 2016-02-16<p></p> Description: Tortie<p></p>  Spayed Female Domestic Shorthair Cat<p></p> Age: 10 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p><p></p> Adoption Fee: $30.00<p></p>"
K16-087713,A488012,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1516543,In Public Home,,Dog,Over 1 year,Female,Rat Terrier,White / Brown,02/16/2016 12:00:00 AM,Date Found,SEATAC AIRPORT,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1516543,Image Copyright HLP Inc. 2016,"SEATAC AIRPORT
","Description: This dog was wandering near the airport. She is being housed at BowWow Fun Towne until she is reunited with owner. Pls call 425.481.6825 or 425.218.6176. She is friendly, healthy, dog well and safe.<p></p>Age: Over 1 year<p></p>Location Found: Seatac airport<p></p>Notes: <p></p>Found Date: 02/16/2016<p></p>Finder Address:  Seatac Wa 98188"
K16-087826,A488386,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1519552,In Public Home,,Dog,Over 1 year,Female,American Pit Bull Terrier,Black / White,02/16/2016 12:00:00 AM,Date Found,EXCELSIOR NEAR 16TH,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1519552,Image Copyright HLP Inc. 2016,"EXCELSIOR NEAR 16TH
","Description: Medium to large size, very affectionate. Perhaps a pit bull mix. Wearing a collar with some kind of bow/flower on it, but no tags. Has slight limp on rear right leg. She showed up at the house and doesn't seem inclined to leave.<p></p>Age: Over 1 year<p></p>Location Found: Excelsior near 16th<p></p>Notes: <p></p>Found Date: 02/16/2016<p></p>Finder Address:  Hanford CA 93230"
K16-087865,A488479,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1520336,LOST,Leo,Cat,Over 1 year,Male,Domestic Longhair,Unknown,02/16/2016 12:00:00 AM,Date Lost,8300 127TH AVE SE,NEWCASTLE,WA,98056,NEWCASTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1520336,Image Copyright HLP Inc. 2016,"8300 127TH AVE SE
NEWCASTLE, WA 98056
(47.528261, -122.17206)","Description: He is a large orange tabby cat with relatively long (but maybe technically medium) hair.  He has no collar, but does have a petlink chip.  He is super sweet and loves to be pet.<p></p>Age: Over 1 year<p></p>Location Lost: 8312 127th Ave SE<p></p>Notes: Number above is for a petlink microchip.<p></p>Lost Date: 02/16/2016<p></p>"
K16-087674,A487908,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A487908,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Gabby,Cat,10 YEARS,Spayed Female,Bengal / Mix,Brn Tabby,02/16/2016 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A487908,Image Copyright HLP Inc. 2016,"12040 NE 85TH ST
KIRKLAND, WA 98033
(47.679306, -122.179979)","Received on: 2016-02-16<p></p> Description: Brn Tabby<p></p>  Spayed Female Bengal / Mix Cat<p></p> Age: 10 YEARS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p><p></p> Adoption Fee: $30.00<p></p>"
K16-087687,A487925,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1515994,LOST,Duke And Dex,Dog,Over 1 year,Male,Beagle,Unknown,02/16/2016 12:00:00 AM,Date Lost,10900 SE 222ND ST,KENT,WA,98031,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1515994,Image Copyright HLP Inc. 2016,"10900 SE 222ND ST
KENT, WA 98031
(47.403244, -122.19485)",Description: 2 cute beagles.  One is black with white and tan markings.  Other one is white with tan and black markings<p></p>Age: Over 1 year<p></p>Location Lost: 10915 se 222nd st<p></p>Notes: <p></p>Lost Date: 02/16/2016<p></p>
K16-087664,A487896,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1515587,LOST,Reeby,Dog,Over 1 year,Female,German Shepherd,Unknown,02/15/2016 12:00:00 AM,Date Lost,DES MOINES MEML WAY  (SETAC PARK),,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1515587,Image Copyright HLP Inc. 2016,"DES MOINES MEML WAY (SETAC PARK)
","Description: <p></p>Age: Over 1 year<p></p>Location Lost: Des Moines meml Way  (setac park)<p></p>Notes: Chipped, licensed # 329371<p></p>Lost Date: 02/15/2016<p></p>"
K16-087681,A487917,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1515847,LOST,Gizmo,Cat,Over 1 year,Male,Domestic Shorthair,Unknown,02/14/2016 12:00:00 AM,Date Lost,LAKE WILDERNESS GOLD COURSE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1515847,Image Copyright HLP Inc. 2016,"LAKE WILDERNESS GOLD COURSE
","Description: Large orange and white tabby with sweet personality. Has ratty black light reflective collar with large golden bell and ID.<p></p>Age: Over 1 year<p></p>Location Lost: Lake Wilderness Gold Course<p></p>Notes: Chipped, looking for #. Neutered.<p></p>Lost Date: 02/14/2016<p></p>"
K16-087804,A488325,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1518994,LOST,Oliver,Cat,Over 1 year,Male,Domestic Longhair,Unknown,02/14/2016 12:00:00 AM,Date Lost,400 211TH AVE NE,SAMMAMISH,WA,98074,SAMMAMISH,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1518994,Image Copyright HLP Inc. 2016,"400 211TH AVE NE
SAMMAMISH, WA 98074
(47.612834, -122.058421)",Description: Oliver is a black domestic longhair with olive green/yellow eyes.  He has a long tail and a white patch on his chest.  He is neutered.  He was not wearing a collar when he escaped out the back sliding door but is microchipped.<p></p>Age: Over 1 year<p></p>Location Lost: 211th Ave NE<p></p>Notes: Oliver is very people oriented once his trust is gained. He is friendly with female cats and will try to make friends.  Unsure how he is with other male cats.<p></p>Lost Date: 02/14/2016<p></p>
K16-087658,A487770,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1515318,LOST,Jag,Cat,Over 1 year,Male,Savannah,Unknown,02/14/2016 12:00:00 AM,Date Lost,4700 130TH AVE SE,BELLEVUE,WA,98006,BELLEVUE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1515318,Image Copyright HLP Inc. 2016,"4700 130TH AVE SE
BELLEVUE, WA 98006
(47.561821, -122.166841)","Description: He is tall with tall ears on markings on the ears like a tiger. He is shy but may come by calling his name.<p></p>Age: Over 1 year<p></p>Location Lost: 4756 130th Ave SE<p></p>Notes: He was Lost on 2/14/16, he is striped and spotted.<p></p>Lost Date: 02/14/2016<p></p>"
K16-087630,A487739,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1514636,In Public Home,,Dog,Over 1 year,Female,German Shepherd,Brown / Black,02/13/2016 12:00:00 AM,Date Found,30400 204TH AVE SE,KENT,WA,98042,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1514636,Image Copyright HLP Inc. 2016,"30400 204TH AVE SE
KENT, WA 98042
(47.326306, -122.070603)",Description: Very friendly dog<p></p>Age: Over 1 year<p></p>Location Found: 30427 204th Ave. SE<p></p>Notes: <p></p>Found Date: 02/13/2016<p></p>Finder Address:  Covington WA 98042
K16-087628,A487732,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A487732,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,12 YEARS,Spayed Female,Domestic Mediumhair / Manx,Black / White,02/13/2016 12:00:00 AM,Received on,19600 SE WAX RD,MAPLE VALLEY,WA,98038,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A487732,Image Copyright HLP Inc. 2016,"19600 SE WAX RD
MAPLE VALLEY, WA 98038
(47.384914, -122.080401)","Received on: 2016-02-13<p></p> Found Near: 19600 SE WAX RD, MAPLE VALLEY WA 98038<p></p> Description: Black / White Spayed Female Domestic Mediumhair / Manx Cat<p></p> Age: 12 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K16-087639,A487746,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1514817,LOST,Heidi,Dog,Over 1 year,Female,Pomeranian,Unknown,02/13/2016 12:00:00 AM,Date Lost,TALBOT RD & S 46TH PL,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1514817,Image Copyright HLP Inc. 2016,"TALBOT RD &amp; S 46TH PL
",Description: Old. Fragile. Can't hear well. Missing teeth. Blind<p></p>Age: Over 1 year<p></p>Location Lost: Talbot rd &amp; s 46th pl<p></p>Notes: Old. Blind. Fragile<p></p>Lost Date: 02/13/2016<p></p>
K16-087623,A487730,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Shorthair,Gray,02/13/2016 12:00:00 AM,Received on,700 CENTRAL AVE N,KENT,WA,98032,KENT,37.090608,-95.712816,,Image Copyright HLP Inc. 2016,"700 CENTRAL AVE N
KENT, WA 98032
(47.386644, -122.231087)","Received on: 2016-02-13<p></p> Found Near: 700 CENTRAL AVE N, KENT WA 98032<p></p> Description: Gray Unaltered Domestic Shorthair Cat<p></p> Age: NO AGE<p></p>"
K16-087649,A487758,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1514960,LOST,Turbo,Dog,Over 1 year,Male,Cocker Spaniel,Unknown,02/12/2016 12:00:00 AM,Date Lost,SE 208TH ST KENT WA,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1514960,Image Copyright HLP Inc. 2016,"SE 208TH ST KENT WA
",Description: Springer Spaniel white with reddish color big floppy ears.<p></p>Age: Over 1 year<p></p>Location Lost: SE 208th St Kent Wa<p></p>Notes: He is extremely friendly rarely barks<p></p>Lost Date: 02/12/2016<p></p>
K16-087596,A487704,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A487704,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Belle,Dog,6 YEARS,Spayed Female,Rat Terrier,Tricolor,02/12/2016 12:00:00 AM,Received on,3600 S 298TH PL,AUBURN,WA,98001,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A487704,Image Copyright HLP Inc. 2016,"3600 S 298TH PL
AUBURN, WA 98001
","Received on: 2016-02-12<p></p> Found Near: 3600 S 298TH PL, AUBURN WA 98001<p></p> Description: Tricolor Spayed Female Rat Terrier Dog<p></p> Age: 6 YEARS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>"
